source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
REAC,REAC:R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,1.1957894673741276e-19,True,SRP-dependent cotranslational protein targeting to membrane,46,100,22,4007,0.22,0.4782608695652174,query_1,['REAC:R-HSA-72766']
REAC,REAC:R-HSA-2408522,Selenoamino acid metabolism,2.205788308948415e-19,True,Selenoamino acid metabolism,47,100,22,4007,0.22,0.46808510638297873,query_1,['REAC:R-HSA-71291']
REAC,REAC:R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,3.9955933656753214e-19,True,L13a-mediated translational silencing of Ceruloplasmin expression,48,100,22,4007,0.22,0.4583333333333333,query_1,['REAC:R-HSA-72613']
REAC,REAC:R-HSA-168273,Influenza Viral RNA Transcription and Replication,4.786648044987172e-19,True,Influenza Viral RNA Transcription and Replication,55,100,23,4007,0.23,0.41818181818181815,query_1,['REAC:R-HSA-168255']
REAC,REAC:R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,7.114779883104209e-19,True,GTP hydrolysis and joining of the 60S ribosomal subunit,49,100,22,4007,0.22,0.4489795918367347,query_1,['REAC:R-HSA-72737']
REAC,REAC:R-HSA-72737,Cap-dependent Translation Initiation,6.1364389562924276e-18,True,Cap-dependent Translation Initiation,53,100,22,4007,0.22,0.41509433962264153,query_1,['REAC:R-HSA-72613']
REAC,REAC:R-HSA-927802,Nonsense-Mediated Decay (NMD),6.1364389562924276e-18,True,Nonsense-Mediated Decay (NMD),53,100,22,4007,0.22,0.41509433962264153,query_1,['REAC:R-HSA-8953854']
REAC,REAC:R-HSA-72613,Eukaryotic Translation Initiation,6.1364389562924276e-18,True,Eukaryotic Translation Initiation,53,100,22,4007,0.22,0.41509433962264153,query_1,['REAC:R-HSA-72766']
REAC,REAC:R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),6.1364389562924276e-18,True,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),53,100,22,4007,0.22,0.41509433962264153,query_1,['REAC:R-HSA-927802']
CORUM,CORUM:308,"60S ribosomal subunit, cytoplasmic",2.630913240736091e-17,True,"60S ribosomal subunit, cytoplasmic",19,100,14,4007,0.14,0.7368421052631579,query_1,['CORUM:0000000']
KEGG,KEGG:03010,Ribosome,4.290148189458189e-17,True,Ribosome,57,100,22,4007,0.22,0.38596491228070173,query_1,['KEGG:00000']
REAC,REAC:R-HSA-168255,Influenza Infection,4.823438804004404e-17,True,Influenza Infection,65,100,23,4007,0.23,0.35384615384615387,query_1,['REAC:R-HSA-9824446']
GO:BP,GO:0002181,cytoplasmic translation,5.02674078792344e-16,True,"""The chemical reactions and pathways resulting in the formation of a protein in the cytoplasm. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein."" [GOC:hjd]",71,100,23,4007,0.23,0.323943661971831,query_1,['GO:0006412']
REAC,REAC:R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,1.8869863310478777e-15,True,Major pathway of rRNA processing in the nucleolus and cytosol,66,100,22,4007,0.22,0.3333333333333333,query_1,['REAC:R-HSA-8868773']
REAC,REAC:R-HSA-8868773,rRNA processing in the nucleus and cytosol,1.1711763962533981e-14,True,rRNA processing in the nucleus and cytosol,71,100,22,4007,0.22,0.30985915492957744,query_1,['REAC:R-HSA-72312']
KEGG,KEGG:05171,Coronavirus disease - COVID-19,1.497894716092311e-14,True,Coronavirus disease - COVID-19,81,100,23,4007,0.23,0.2839506172839506,query_1,['KEGG:00000']
GO:CC,GO:0044391,ribosomal subunit,1.497894716092311e-14,True,"""Either of the two subunits of a ribosome: the ribosomal large subunit or the ribosomal small subunit."" [GOC:jl]",81,100,23,4007,0.23,0.2839506172839506,query_1,"['GO:0005840', 'GO:1990904']"
GO:MF,GO:0003735,structural constituent of ribosome,1.654602571544273e-14,True,"""The action of a molecule that contributes to the structural integrity of the ribosome."" [GOC:mah]",72,100,22,4007,0.22,0.3055555555555556,query_1,['GO:0005198']
REAC,REAC:R-HSA-72312,rRNA processing,3.2440493614716015e-14,True,rRNA processing,74,100,22,4007,0.22,0.2972972972972973,query_1,['REAC:R-HSA-8953854']
REAC,REAC:R-HSA-9010553,Regulation of expression of SLITs and ROBOs,3.746782472514111e-14,True,Regulation of expression of SLITs and ROBOs,84,100,23,4007,0.23,0.27380952380952384,query_1,['REAC:R-HSA-376176']
GO:CC,GO:0022625,cytosolic large ribosomal subunit,9.546319516389931e-14,True,"""The large subunit of a ribosome located in the cytosol."" [GOC:mtg_sensu]",26,100,15,4007,0.15,0.5769230769230769,query_1,"['GO:0015934', 'GO:0022626']"
CORUM,CORUM:3055,Nop56p-associated pre-rRNA complex,2.729760943997497e-13,True,Nop56p-associated pre-rRNA complex,44,100,16,4007,0.16,0.36363636363636365,query_1,['CORUM:0000000']
REAC,REAC:R-HSA-376176,Signaling by ROBO receptors,2.1370828450792787e-12,True,Signaling by ROBO receptors,99,100,23,4007,0.23,0.23232323232323232,query_1,['REAC:R-HSA-422475']
GO:CC,GO:0005840,ribosome,2.639377949474445e-11,True,"""An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins."" [ISBN:0198506732]",110,100,23,4007,0.23,0.20909090909090908,query_1,['GO:0043232']
REAC,REAC:R-HSA-71291,Metabolism of amino acids and derivatives,5.072961679039916e-10,True,Metabolism of amino acids and derivatives,112,100,22,4007,0.22,0.19642857142857142,query_1,['REAC:R-HSA-1430728']
REAC,REAC:R-HSA-2262752,Cellular responses to stress,6.638083739814318e-10,True,Cellular responses to stress,252,100,31,4007,0.31,0.12301587301587301,query_1,['REAC:R-HSA-8953897']
REAC,REAC:R-HSA-8953897,Cellular responses to stimuli,1.0391486418842846e-09,True,Cellular responses to stimuli,256,100,31,4007,0.31,0.12109375,query_1,['REAC:0000000']
REAC,REAC:R-HSA-72766,Translation,4.745049424152309e-09,True,Translation,124,100,22,4007,0.22,0.1774193548387097,query_1,['REAC:R-HSA-392499']
GO:CC,GO:0015934,large ribosomal subunit,1.222402765294316e-08,True,"""The larger of the two subunits of a ribosome. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site)."" [ISBN:0198506732]",49,100,15,4007,0.15,0.30612244897959184,query_1,['GO:0044391']
CORUM,CORUM:5380,"TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",9.645103388830993e-08,True,"TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",10,100,7,4007,0.07,0.7,query_1,['CORUM:0000000']
GO:CC,GO:0005615,extracellular space,2.072524359332274e-07,True,"""That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."" [ISBN:0198547684]",754,100,49,4007,0.49,0.0649867374005305,query_1,"['GO:0005576', 'GO:0110165']"
REAC,REAC:R-HSA-422475,Axon guidance,2.3595287136138518e-07,True,Axon guidance,181,100,24,4007,0.24,0.13259668508287292,query_1,['REAC:R-HSA-9675108']
REAC,REAC:R-HSA-9675108,Nervous system development,7.729635932200655e-07,True,Nervous system development,191,100,24,4007,0.24,0.1256544502617801,query_1,['REAC:R-HSA-1266738']
HP,HP:0001427,Mitochondrial inheritance,8.815682021316296e-07,True,"A mode of inheritance that is observed for traits related to a gene encoded on the mitochondrial genome. Because the mitochondrial genome is essentially always maternally inherited, a mitochondrial condition can only be transmitted by females, although the condition can affect both sexes. The proportion of mutant mitochondria can vary (heteroplasmy).",11,100,8,4007,0.08,0.7272727272727273,query_1,['HP:0034345']
HP,HP:0004309,Ventricular preexcitation,6.597912193156614e-06,True,An abnormality in which the cardiac ventricles depolarize too early as a result of an abnormality of cardiac conduction pathways such as an accessory pathway.,13,100,8,4007,0.08,0.6153846153846154,query_1,['HP:0004308']
CORUM,CORUM:305,"40S ribosomal subunit, cytoplasmic",7.044219202135359e-06,True,"40S ribosomal subunit, cytoplasmic",10,100,6,4007,0.06,0.6,query_1,['CORUM:0000000']
HP,HP:0001112,Leber optic atrophy,8.44731132370081e-06,True,Degeneration of retinal ganglion cells and their axons.,9,100,7,4007,0.07,0.7777777777777778,query_1,['HP:0000587']
HP,HP:0002572,Episodic vomiting,9.821998515321335e-06,True,"Paroxysmal, recurrent episodes of vomiting.",19,100,9,4007,0.09,0.47368421052631576,query_1,['HP:0002013']
HP,HP:0003200,Ragged-red muscle fibers,9.821998515321335e-06,True,"An abnormal appearance of muscle fibers observed on muscle biopsy. Ragged red fibers can be visualized with Gomori trichrome staining as irregular and intensely red subsarcolemmal zones, whereas the normal myofibrils are green. The margins of affect fibers appear red and ragged. The ragged-red is due to the accumulation of abnormal mitochondria below the plasma membrane of the muscle fiber, leading to the appearance of a red rim and speckled sarcoplasm.",19,100,9,4007,0.09,0.47368421052631576,query_1,['HP:0004303']
GO:CC,GO:0005576,extracellular region,1.0158001908061657e-05,True,"""The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."" [GOC:go_curators]",896,100,51,4007,0.51,0.056919642857142856,query_1,['GO:0110165']
HP,HP:0007768,Central retinal vessel vascular tortuosity,2.7584995692056642e-05,True,"The presence of an increased number of twists and turns of retinal blood vessels (arteries, arterioles, veins, venules).",10,100,7,4007,0.07,0.7,query_1,['HP:0000631']
HP,HP:0032036,Reduced contrast sensitivity,2.7584995692056642e-05,True,"An abnormality in perception of contrast. Spatial contrast is a physical dimension referring to the light-dark transition of a border or an edge in an image that delineates the existence of a pattern or an object. Contrast sensitivity refers to a measure of how much contrast a person requires to see a target. Contrast-sensitivity measurements differ from acuity measurements; acuity is a measure of the spatial-resolving ability of the visual system under conditions of very high contrast, whereas contrast sensitivity is a measure of the threshold contrast for seeing a target.",10,100,7,4007,0.07,0.7,query_1,['HP:0000504']
HP,HP:0020120,Retinal nerve fiber edema,2.7584995692056642e-05,True,Swelling (edema) of the retinal nerve fibers.,10,100,7,4007,0.07,0.7,query_1,['HP:0020119']
HP,HP:0000631,Retinal arterial tortuosity,2.7584995692056642e-05,True,The presence of an increased number of twists and turns of the retinal artery.,10,100,7,4007,0.07,0.7,query_1,"['HP:0000630', 'HP:0005116', 'HP:0012841']"
GO:CC,GO:0022627,cytosolic small ribosomal subunit,3.1654395763212755e-05,True,"""The small subunit of a ribosome located in the cytosol."" [GOC:mtg_sensu]",15,100,8,4007,0.08,0.5333333333333333,query_1,"['GO:0015935', 'GO:0022626']"
REAC,REAC:R-HSA-1430728,Metabolism,4.469112159755209e-05,True,Metabolism,477,100,35,4007,0.35,0.07337526205450734,query_1,['REAC:0000000']
HP,HP:0004885,Episodic respiratory distress,7.137914317350201e-05,True,Episodic respiratory distress,7,100,6,4007,0.06,0.8571428571428571,query_1,['HP:0002098']
HP,HP:0100611,Multiple glomerular cysts,7.137914317350201e-05,True,The presence of many cysts in the glomerulus of the kidney related to dilatation of the Bowman's capsule.,7,100,6,4007,0.06,0.8571428571428571,query_1,['HP:0000095']
REAC,REAC:R-HSA-9735869,SARS-CoV-1 modulates host translation machinery,7.431599379942552e-05,True,SARS-CoV-1 modulates host translation machinery,11,100,7,4007,0.07,0.6363636363636364,query_1,['REAC:R-HSA-9692914']
HP,HP:0000576,Centrocecal scotoma,7.431599379942552e-05,True,A scotoma (area of diminished vision within the visual field) located between the central point of fixation and the blind spot with a roughly horizontal oval shape.,11,100,7,4007,0.07,0.6363636363636364,query_1,['HP:0000575']
CORUM,CORUM:338,"40S ribosomal subunit, cytoplasmic",8.084658184266519e-05,True,"40S ribosomal subunit, cytoplasmic",8,100,5,4007,0.05,0.625,query_1,['CORUM:0000000']
REAC,REAC:R-HSA-1643685,Disease,0.00011115976619494516,True,Disease,493,100,35,4007,0.35,0.07099391480730223,query_1,['REAC:0000000']
HP,HP:0003737,Mitochondrial myopathy,0.00012534968409711315,True,A type of myopathy associated with mitochondrial disease and characterized by findings on biopsy such as ragged red muscle fibers.,24,100,9,4007,0.09,0.375,query_1,['HP:0003800']
GO:MF,GO:0005198,structural molecule activity,0.00014064653709894553,True,"""The action of a molecule that contributes to the structural integrity of a complex."" [GOC:mah, GOC:vw]",205,100,22,4007,0.22,0.1073170731707317,query_1,['GO:0003674']
HP,HP:0000519,Developmental cataract,0.00015124683421624492,True,"A cataract that occurs congenitally as the result of a developmental defect, in contrast to the majority of cataracts that occur in adulthood as the result of degenerative changes of the lens.",42,100,11,4007,0.11,0.2619047619047619,query_1,"['HP:0000518', 'HP:0007700']"
HP,HP:0020119,Abnormal retinal nerve fiber layer morphology,0.00017473150639920834,True,A structural abnormality of the retinal nerve fiber layer,12,100,7,4007,0.07,0.5833333333333334,query_1,['HP:0000479']
HP,HP:0004948,Vascular tortuosity,0.00017473150639920834,True,Abnormal twisting of arteries or veins.,12,100,7,4007,0.07,0.5833333333333334,query_1,['HP:0033353']
HP,HP:0005116,Arterial tortuosity,0.00017473150639920834,True,"Abnormal tortuous (i.e., twisted) form of arteries.",12,100,7,4007,0.07,0.5833333333333334,query_1,"['HP:0004948', 'HP:0011004']"
HP,HP:0031546,Cardiac conduction abnormality,0.00019907862679918915,True,Any anomaly of the progression of electrical impulses through the heart.,43,100,11,4007,0.11,0.2558139534883721,query_1,['HP:0030956']
HP,HP:0003546,Exercise intolerance,0.0002600055481759179,True,A functional motor deficit where individuals whose responses to the challenges of exercise fail to achieve levels considered normal for their age and gender.,44,100,11,4007,0.11,0.25,query_1,['HP:0025142']
HP,HP:0003572,Low plasma citrulline,0.0002797680989289722,True,A decreased concentration of citrulline in the blood.,8,100,6,4007,0.06,0.75,query_1,['HP:0011965']
GO:BP,GO:0006412,translation,0.00029180900909902614,True,"""The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome."" [GOC:go_curators]",253,100,24,4007,0.24,0.09486166007905138,query_1,"['GO:0009059', 'GO:0010467', 'GO:0019538']"
HP,HP:0004308,Ventricular arrhythmia,0.00032573048716032146,True,Ventricular arrhythmia,35,100,10,4007,0.1,0.2857142857142857,query_1,['HP:0011675']
HP,HP:0007763,Retinal telangiectasia,0.0003708873663062698,True,Dilatation of small blood vessels of the retina.,13,100,7,4007,0.07,0.5384615384615384,query_1,"['HP:0001009', 'HP:0008046']"
HP,HP:0200125,Mitochondrial respiratory chain defects,0.0003708873663062698,True,Mitochondrial respiratory chain defects,13,100,7,4007,0.07,0.5384615384615384,query_1,['HP:0003287']
REAC,REAC:R-HSA-9824446,Viral Infection Pathways,0.00042917276169391553,True,Viral Infection Pathways,279,100,25,4007,0.25,0.08960573476702509,query_1,['REAC:R-HSA-5663205']
REAC,REAC:R-HSA-5688849,Defective CSF2RB causes SMDP5,0.0004383911469140444,True,Defective CSF2RB causes SMDP5,5,100,5,4007,0.05,1.0,query_1,['REAC:R-HSA-5687613']
REAC,REAC:R-HSA-5688890,Defective CSF2RA causes SMDP4,0.0004383911469140444,True,Defective CSF2RA causes SMDP4,5,100,5,4007,0.05,1.0,query_1,['REAC:R-HSA-5687613']
HP,HP:0007924,Slow decrease in visual acuity,0.000726694366931019,True,Slow decrease in visual acuity,14,100,7,4007,0.07,0.5,query_1,['HP:0000529']
HP,HP:0003481,Segmental peripheral demyelination/remyelination,0.0008224096741395132,True,A segmental pattern of demyelination and regeneration (remyelination) affecting peripheral nerves.,9,100,6,4007,0.06,0.6666666666666666,query_1,['HP:0011096']
HP,HP:0000816,Abnormality of Krebs cycle metabolism,0.0008224096741395132,True,An abnormality of the tricarboxylic acid cycle.,9,100,6,4007,0.06,0.6666666666666666,query_1,['HP:0012379']
HP,HP:0001716,Wolff-Parkinson-White syndrome,0.0008224096741395132,True,A disorder of the cardiac conduction system of the heart characterized by ventricular preexcitation due to the presence of an abnormal accessory atrioventricular electrical conduction pathway.,9,100,6,4007,0.06,0.6666666666666666,query_1,['HP:0004309']
HP,HP:0000745,Abnormal diminished volition,0.0008490169221911868,True,"A reduction in willful and motivated goal-directed behavior that is considered the determinant of behavior and adaptation that allows individuals to get started, be energized to perform a sustained and directed action.",168,100,19,4007,0.19,0.1130952380952381,query_1,['HP:0025780']
HP,HP:0008316,Abnormal mitochondria in muscle tissue,0.0008843225821933597,True,An abnormality of the mitochondria in muscle tissue.,21,100,8,4007,0.08,0.38095238095238093,query_1,"['HP:0003287', 'HP:0011805']"
HP,HP:0000622,Blurred vision,0.0013348543417028508,True,Lack of sharpness of vision resulting in the inability to see fine detail.,15,100,7,4007,0.07,0.4666666666666667,query_1,['HP:0000504']
REAC,REAC:R-HSA-5663205,Infectious disease,0.001500900434070831,True,Infectious disease,319,100,26,4007,0.26,0.08150470219435736,query_1,['REAC:R-HSA-1643685']
HP,HP:0003800,Muscle abnormality related to mitochondrial dysfunction,0.0016720127812207938,True,Muscle abnormality related to mitochondrial dysfunction,31,100,9,4007,0.09,0.2903225806451613,query_1,['HP:0011804']
HP,HP:0011965,Abnormal circulating citrulline concentration,0.0020146466918107126,True,Any deviation from the normal concentration of citrulline in the blood circulation.,10,100,6,4007,0.06,0.6,query_1,['HP:0033109']
HP,HP:0007183,Focal T2 hyperintense basal ganglia lesion,0.0020146466918107126,True,A lighter than expected T2 signal on magnetic resonance imaging (MRI) of the basal ganglia. This term refers to a localized hyperintensity affecting a particular region of the basal ganglia.,10,100,6,4007,0.06,0.6,query_1,['HP:0012751']
HP,HP:0100027,Recurrent pancreatitis,0.0020146466918107126,True,A recurrent form of pancreatitis.,10,100,6,4007,0.06,0.6,query_1,['HP:0001733']
HP,HP:0007141,Sensorimotor neuropathy,0.0020445896795889327,True,Sensorimotor neuropathy,23,100,8,4007,0.08,0.34782608695652173,query_1,['HP:0009830']
HP,HP:0001254,Lethargy,0.0024162431658877907,True,"A state of fatigue, either physical or mental slowness and sluggishness, with difficulties in initiating or performing simple tasks. Distinguished from apathy which implies indifference and a lack of desire or interest in the task. A person with lethargy may have the desire, but not the energy to engage in personal or socially relevant tasks.",66,100,12,4007,0.12,0.18181818181818182,query_1,['HP:0000745']
HP,HP:0007327,Mixed demyelinating and axonal polyneuropathy,0.0025783139492543544,True,Mixed demyelinating and axonal polyneuropathy,6,100,5,4007,0.05,0.8333333333333334,query_1,"['HP:0009830', 'HP:0012447']"
GO:CC,GO:0070062,extracellular exosome,0.0026059402570126886,True,"""A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm."" [GOC:BHF, GOC:mah, GOC:vesicles, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]",610,100,37,4007,0.37,0.060655737704918035,query_1,"['GO:0005615', 'GO:1903561']"
CORUM,CORUM:2886,"Respiratory chain complex I (incomplete intermediate ND1, ND2, ND3, CIA30 assembly), mitochondrial",0.0026383501562883297,True,"Respiratory chain complex I (incomplete intermediate ND1, ND2, ND3, CIA30 assembly), mitochondrial",3,100,3,4007,0.03,1.0,query_1,['CORUM:0000000']
GO:CC,GO:0043230,extracellular organelle,0.002848348653107708,True,"""Organized structure of distinctive morphology and function, occurring outside the cell. Includes, for example, extracellular membrane vesicles (EMVs) and the cellulosomes of anaerobic bacteria and fungi."" [GOC:jl, PMID:9914479]",612,100,37,4007,0.37,0.06045751633986928,query_1,"['GO:0005576', 'GO:0043226']"
GO:CC,GO:1903561,extracellular vesicle,0.002848348653107708,True,"""Any vesicle that is part of the extracellular region."" [GO_REF:0000064, GOC:pm, GOC:TermGenie, PMID:24769233]",612,100,37,4007,0.37,0.06045751633986928,query_1,"['GO:0031982', 'GO:0065010']"
GO:CC,GO:0065010,extracellular membrane-bounded organelle,0.002848348653107708,True,"""Organized structure of distinctive morphology and function, bounded by a lipid bilayer membrane and occurring outside the cell."" [GOC:isa_complete]",612,100,37,4007,0.37,0.06045751633986928,query_1,"['GO:0043227', 'GO:0043230']"
HP,HP:0002174,Postural tremor,0.0038719087773822548,True,A type of tremors that is triggered by holding a limb in a fixed position.,17,100,7,4007,0.07,0.4117647058823529,query_1,['HP:0002345']
HP,HP:0005532,Macrocytic dyserythropoietic anemia,0.004343043529424235,True,Macrocytic dyserythropoietic anemia,11,100,6,4007,0.06,0.5454545454545454,query_1,['HP:0001972']
HP,HP:0031640,Abnormal radial artery morphology,0.004343043529424235,True,Any structural anomaly of the radial artery.,11,100,6,4007,0.06,0.5454545454545454,query_1,['HP:0011004']
HP,HP:4000209,Abnormal erythrocyte adenosine deaminase activity,0.004343043529424235,True,Activity of adenosine deaminase in red blood cells outside the limits of normal.,11,100,6,4007,0.06,0.5454545454545454,query_1,['HP:0030272']
HP,HP:0030270,Elevated red cell adenosine deaminase activity,0.004343043529424235,True,"Increase in the level of adenosine deaminase (ADA), an enzyme involved in purine metabolism, within erythrocytes. ADA is involved in the catabolism of adenosine.",11,100,6,4007,0.06,0.5454545454545454,query_1,['HP:4000209']
HP,HP:0040276,Adenocarcinoma of the colon,0.004343043529424235,True,Adenocarcinoma of the colon,11,100,6,4007,0.06,0.5454545454545454,query_1,"['HP:0040275', 'HP:0100273']"
HP,HP:0012410,Pure red cell aplasia,0.004343043529424235,True,"A type of anemia resulting from suppression of erythropoiesis with little or no abnormality of leukocyte or platelet production. Erythroblasts are virtually absent in bone marrow; however, leukocyte and platelet production show little or no reduction.",11,100,6,4007,0.06,0.5454545454545454,query_1,['HP:0012131']
HP,HP:0020118,Radial artery aplasia,0.004343043529424235,True,Congenital absence of the radial artery.,11,100,6,4007,0.06,0.5454545454545454,query_1,['HP:0031640']
HP,HP:0002401,Stroke-like episode,0.004343043529424235,True,"No consensus exists on what a stroke-like episode is, but these episodes can be functionally defined as a new neurological deficit, occurring with or without the context of seizures, which last longer than 24 hours.",11,100,6,4007,0.06,0.5454545454545454,query_1,['HP:0001297']
GO:CC,GO:1990904,ribonucleoprotein complex,0.004455638880319797,True,"""A macromolecular complex that contains both RNA and protein molecules."" [GOC:krc, GOC:vesicles]",313,100,25,4007,0.25,0.07987220447284345,query_1,['GO:0032991']
REAC,REAC:R-HSA-392499,Metabolism of proteins,0.005029956100199234,True,Metabolism of proteins,569,100,35,4007,0.35,0.061511423550087874,query_1,['REAC:0000000']
HP,HP:0003829,Typified by incomplete penetrance,0.005390595611249981,True,Description of conditions in which not all individuals with a given genotype exhibit the disease. Penetrance is the proportion that develop disease given a lifespan of 80 years.,35,100,9,4007,0.09,0.2571428571428571,query_1,['HP:0034335']
REAC,REAC:R-HSA-1266738,Developmental Biology,0.006894333999706554,True,Developmental Biology,297,100,24,4007,0.24,0.08080808080808081,query_1,['REAC:0000000']
HP,HP:0012751,Abnormal basal ganglia MRI signal intensity,0.008511355552449276,True,A deviation from normal signal on magnetic resonance imaging (MRI) of the basal ganglia.,12,100,6,4007,0.06,0.5,query_1,['HP:0002134']
HP,HP:0040275,Adenocarcinoma of the large intestine,0.008511355552449276,True,A malignant epithelial tumor with a glandular organization that originates in the large intestine.,12,100,6,4007,0.06,0.5,query_1,"['HP:0040273', 'HP:0100834']"
HP,HP:0012133,Erythroid hypoplasia,0.008511355552449276,True,"Decreased count of erythroid precursor cells, that is, erythroid lineage cells in the bone marrow.",12,100,6,4007,0.06,0.5,query_1,['HP:0012131']
HP,HP:0001138,Optic neuropathy,0.008523809388800874,True,Optic neuropathy,27,100,8,4007,0.08,0.2962962962962963,query_1,['HP:0000587']
REAC,REAC:R-HSA-5687613,Diseases associated with surfactant metabolism,0.008845650964456449,True,Diseases associated with surfactant metabolism,7,100,5,4007,0.05,0.7142857142857143,query_1,['REAC:R-HSA-5668914']
HP,HP:0005157,Concentric hypertrophic cardiomyopathy,0.008845650964456449,True,Hypertrophic cardiomyopathy with an symmetrical and concentric pattern of hypertrophy.,7,100,5,4007,0.05,0.7142857142857143,query_1,['HP:0001639']
HP,HP:0001345,Psychotic mentation,0.008845650964456449,True,"A pattern of thinking and perceiving characterized by a loss of contact with reality, leading to significant changes in thoughts, perceptions, and behaviors.",7,100,5,4007,0.05,0.7142857142857143,query_1,['HP:5200430']
REAC,REAC:R-HSA-9692914,SARS-CoV-1-host interactions,0.009112527163249328,True,SARS-CoV-1-host interactions,37,100,9,4007,0.09,0.24324324324324326,query_1,['REAC:R-HSA-9678108']
