source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
REAC,REAC:R-HSA-72737,Cap-dependent Translation Initiation,1.2048772033461433e-13,True,Cap-dependent Translation Initiation,53,98,19,4007,0.19387755102040816,0.3584905660377358,query_1,['REAC:R-HSA-72613']
REAC,REAC:R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),1.2048772033461433e-13,True,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),53,98,19,4007,0.19387755102040816,0.3584905660377358,query_1,['REAC:R-HSA-927802']
REAC,REAC:R-HSA-927802,Nonsense-Mediated Decay (NMD),1.2048772033461433e-13,True,Nonsense-Mediated Decay (NMD),53,98,19,4007,0.19387755102040816,0.3584905660377358,query_1,['REAC:R-HSA-8953854']
REAC,REAC:R-HSA-72613,Eukaryotic Translation Initiation,1.2048772033461433e-13,True,Eukaryotic Translation Initiation,53,98,19,4007,0.19387755102040816,0.3584905660377358,query_1,['REAC:R-HSA-72766']
REAC,REAC:R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,1.5874876434738153e-13,True,SRP-dependent cotranslational protein targeting to membrane,46,98,18,4007,0.1836734693877551,0.391304347826087,query_1,['REAC:R-HSA-72766']
CORUM,CORUM:308,"60S ribosomal subunit, cytoplasmic",1.8719349826692627e-13,True,"60S ribosomal subunit, cytoplasmic",19,98,12,4007,0.12244897959183673,0.631578947368421,query_1,['CORUM:0000000']
REAC,REAC:R-HSA-2408522,Selenoamino acid metabolism,2.523691136433848e-13,True,Selenoamino acid metabolism,47,98,18,4007,0.1836734693877551,0.3829787234042553,query_1,['REAC:R-HSA-71291']
REAC,REAC:R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,6.140983707473479e-13,True,GTP hydrolysis and joining of the 60S ribosomal subunit,49,98,18,4007,0.1836734693877551,0.3673469387755102,query_1,['REAC:R-HSA-72737']
REAC,REAC:R-HSA-9711097,Cellular response to starvation,2.1404160267286286e-12,True,Cellular response to starvation,52,98,18,4007,0.1836734693877551,0.34615384615384615,query_1,['REAC:R-HSA-2262752']
GO:BP,GO:0002181,cytoplasmic translation,3.294801793909852e-12,True,"""The chemical reactions and pathways resulting in the formation of a protein in the cytoplasm. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein."" [GOC:hjd]",71,98,20,4007,0.20408163265306123,0.28169014084507044,query_1,['GO:0006412']
REAC,REAC:R-HSA-168273,Influenza Viral RNA Transcription and Replication,6.820308468890399e-12,True,Influenza Viral RNA Transcription and Replication,55,98,18,4007,0.1836734693877551,0.32727272727272727,query_1,['REAC:R-HSA-168255']
REAC,REAC:R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,1.3655462260036281e-11,True,Major pathway of rRNA processing in the nucleolus and cytosol,66,98,19,4007,0.19387755102040816,0.2878787878787879,query_1,['REAC:R-HSA-8868773']
KEGG,KEGG:03010,Ribosome,1.4133234366259052e-11,True,Ribosome,57,98,18,4007,0.1836734693877551,0.3157894736842105,query_1,['KEGG:00000']
KEGG,KEGG:05171,Coronavirus disease - COVID-19,5.674700462980441e-11,True,Coronavirus disease - COVID-19,81,98,20,4007,0.20408163265306123,0.24691358024691357,query_1,['KEGG:00000']
REAC,REAC:R-HSA-8868773,rRNA processing in the nucleus and cytosol,6.215462614669656e-11,True,rRNA processing in the nucleus and cytosol,71,98,19,4007,0.19387755102040816,0.2676056338028169,query_1,['REAC:R-HSA-72312']
REAC,REAC:R-HSA-9010553,Regulation of expression of SLITs and ROBOs,1.225738466811486e-10,True,Regulation of expression of SLITs and ROBOs,84,98,20,4007,0.20408163265306123,0.23809523809523808,query_1,['REAC:R-HSA-376176']
CORUM,CORUM:3055,Nop56p-associated pre-rRNA complex,1.2405830487921463e-10,True,Nop56p-associated pre-rRNA complex,44,98,14,4007,0.14285714285714285,0.3181818181818182,query_1,['CORUM:0000000']
REAC,REAC:R-HSA-72312,rRNA processing,1.4498550882255613e-10,True,rRNA processing,74,98,19,4007,0.19387755102040816,0.25675675675675674,query_1,['REAC:R-HSA-8953854']
REAC,REAC:R-HSA-168255,Influenza Infection,1.9434622147809958e-10,True,Influenza Infection,65,98,18,4007,0.1836734693877551,0.27692307692307694,query_1,['REAC:R-HSA-9824446']
GO:CC,GO:0005615,extracellular space,6.722045814438274e-10,True,"""That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."" [ISBN:0198547684]",754,98,52,4007,0.5306122448979592,0.06896551724137931,query_1,"['GO:0005576', 'GO:0110165']"
GO:CC,GO:0044391,ribosomal subunit,8.961373369285035e-10,True,"""Either of the two subunits of a ribosome: the ribosomal large subunit or the ribosomal small subunit."" [GOC:jl]",81,98,19,4007,0.19387755102040816,0.2345679012345679,query_1,"['GO:0005840', 'GO:1990904']"
GO:MF,GO:0003735,structural constituent of ribosome,1.4116850351359048e-09,True,"""The action of a molecule that contributes to the structural integrity of the ribosome."" [GOC:mah]",72,98,18,4007,0.1836734693877551,0.25,query_1,['GO:0005198']
REAC,REAC:R-HSA-376176,Signaling by ROBO receptors,3.677557347979357e-09,True,Signaling by ROBO receptors,99,98,20,4007,0.20408163265306123,0.20202020202020202,query_1,['REAC:R-HSA-422475']
GO:CC,GO:0022625,cytosolic large ribosomal subunit,8.416202304492053e-09,True,"""The large subunit of a ribosome located in the cytosol."" [GOC:mtg_sensu]",26,98,12,4007,0.12244897959183673,0.46153846153846156,query_1,"['GO:0015934', 'GO:0022626']"
GO:CC,GO:0005576,extracellular region,5.087399220207984e-08,True,"""The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."" [GOC:go_curators]",896,98,54,4007,0.5510204081632653,0.060267857142857144,query_1,['GO:0110165']
GO:CC,GO:0070062,extracellular exosome,2.910690486547406e-07,True,"""A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm."" [GOC:BHF, GOC:mah, GOC:vesicles, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]",610,98,43,4007,0.4387755102040816,0.07049180327868852,query_1,"['GO:0005615', 'GO:1903561']"
GO:CC,GO:0043230,extracellular organelle,3.2630032462822434e-07,True,"""Organized structure of distinctive morphology and function, occurring outside the cell. Includes, for example, extracellular membrane vesicles (EMVs) and the cellulosomes of anaerobic bacteria and fungi."" [GOC:jl, PMID:9914479]",612,98,43,4007,0.4387755102040816,0.07026143790849673,query_1,"['GO:0005576', 'GO:0043226']"
GO:CC,GO:0065010,extracellular membrane-bounded organelle,3.2630032462822434e-07,True,"""Organized structure of distinctive morphology and function, bounded by a lipid bilayer membrane and occurring outside the cell."" [GOC:isa_complete]",612,98,43,4007,0.4387755102040816,0.07026143790849673,query_1,"['GO:0043227', 'GO:0043230']"
GO:CC,GO:1903561,extracellular vesicle,3.2630032462822434e-07,True,"""Any vesicle that is part of the extracellular region."" [GO_REF:0000064, GOC:pm, GOC:TermGenie, PMID:24769233]",612,98,43,4007,0.4387755102040816,0.07026143790849673,query_1,"['GO:0031982', 'GO:0065010']"
GO:CC,GO:0005840,ribosome,3.2677952917339855e-07,True,"""An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins."" [ISBN:0198506732]",110,98,19,4007,0.19387755102040816,0.17272727272727273,query_1,['GO:0043232']
REAC,REAC:R-HSA-2262752,Cellular responses to stress,8.72329277048408e-07,True,Cellular responses to stress,252,98,27,4007,0.2755102040816326,0.10714285714285714,query_1,['REAC:R-HSA-8953897']
REAC,REAC:R-HSA-422475,Axon guidance,1.1260245327693034e-06,True,Axon guidance,181,98,23,4007,0.23469387755102042,0.1270718232044199,query_1,['REAC:R-HSA-9675108']
REAC,REAC:R-HSA-8953897,Cellular responses to stimuli,1.2700143303180107e-06,True,Cellular responses to stimuli,256,98,27,4007,0.2755102040816326,0.10546875,query_1,['REAC:0000000']
REAC,REAC:R-HSA-72766,Translation,2.954890691205377e-06,True,Translation,124,98,19,4007,0.19387755102040816,0.1532258064516129,query_1,['REAC:R-HSA-392499']
REAC,REAC:R-HSA-9675108,Nervous system development,3.4795349656169737e-06,True,Nervous system development,191,98,23,4007,0.23469387755102042,0.12041884816753927,query_1,['REAC:R-HSA-1266738']
REAC,REAC:R-HSA-71291,Metabolism of amino acids and derivatives,4.440350158353869e-06,True,Metabolism of amino acids and derivatives,112,98,18,4007,0.1836734693877551,0.16071428571428573,query_1,['REAC:R-HSA-1430728']
CORUM,CORUM:305,"40S ribosomal subunit, cytoplasmic",6.600387782924995e-06,True,"40S ribosomal subunit, cytoplasmic",10,98,6,4007,0.061224489795918366,0.6,query_1,['CORUM:0000000']
REAC,REAC:R-HSA-1266738,Developmental Biology,7.52341322679602e-06,True,Developmental Biology,297,98,28,4007,0.2857142857142857,0.09427609427609428,query_1,['REAC:0000000']
GO:MF,GO:0005198,structural molecule activity,1.4991576446940336e-05,True,"""The action of a molecule that contributes to the structural integrity of a complex."" [GOC:mah, GOC:vw]",205,98,23,4007,0.23469387755102042,0.11219512195121951,query_1,['GO:0003674']
GO:CC,GO:0015934,large ribosomal subunit,5.061133531202402e-05,True,"""The larger of the two subunits of a ribosome. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site)."" [ISBN:0198506732]",49,98,12,4007,0.12244897959183673,0.24489795918367346,query_1,['GO:0044391']
CORUM,CORUM:338,"40S ribosomal subunit, cytoplasmic",7.734515248494616e-05,True,"40S ribosomal subunit, cytoplasmic",8,98,5,4007,0.05102040816326531,0.625,query_1,['CORUM:0000000']
GO:BP,GO:0006412,translation,0.0001884259039444069,True,"""The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome."" [GOC:go_curators]",253,98,24,4007,0.24489795918367346,0.09486166007905138,query_1,"['GO:0009059', 'GO:0010467', 'GO:0019538']"
WP,WP:000000,WIKIPATHWAYS,0.000200254134028703,True,WIKIPATHWAYS,2100,98,79,4007,0.8061224489795918,0.03761904761904762,query_1,[]
GO:CC,GO:0031982,vesicle,0.00028783748792414,True,"""Any small, fluid-filled, spherical organelle enclosed by membrane."" [GOC:mah, GOC:pz, GOC:vesicles]",1003,98,51,4007,0.5204081632653061,0.05084745762711865,query_1,['GO:0043227']
CORUM,CORUM:5380,"TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",0.00033471978804059933,True,"TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",10,98,5,4007,0.05102040816326531,0.5,query_1,['CORUM:0000000']
HP,HP:0025179,Ground-glass opacification,0.0011577592911471471,True,"On chest radiographs, ground-glass opacity appears as an area of hazy increased lung opacity, usually extensive, within which margins of pulmonary vessels may be indistinct. On CT scans, it appears as hazy increased opacity of lung, with preservation of bronchial and vascular margins. It is caused by partial filling of airspaces, interstitial thickening (due to fluid, cells, and/or fibrosis), partial collapse of alveoli, increased capillary blood volume, or a combination of these, the common factor being the partial displacement of air. Ground-glass opacity is less opaque than consolidation, in which bronchovascular margins are obscured.",15,98,7,4007,0.07142857142857142,0.4666666666666667,query_1,['HP:0031457']
GO:CC,GO:0022627,cytosolic small ribosomal subunit,0.0011577592911471471,True,"""The small subunit of a ribosome located in the cytosol."" [GOC:mtg_sensu]",15,98,7,4007,0.07142857142857142,0.4666666666666667,query_1,"['GO:0015935', 'GO:0022626']"
HP,HP:0000519,Developmental cataract,0.0018546270861816946,True,"A cataract that occurs congenitally as the result of a developmental defect, in contrast to the majority of cataracts that occur in adulthood as the result of degenerative changes of the lens.",42,98,10,4007,0.10204081632653061,0.23809523809523808,query_1,"['HP:0000518', 'HP:0007700']"
HP,HP:0031457,Pulmonary opacity,0.00201730158490576,True,Opacity refers to any area that preferentially attenuates the x-ray beam and therefore appears more opaque than the surrounding area. It is a nonspecific term that does not indicate the size or pathologic nature of the abnormality.,16,98,7,4007,0.07142857142857142,0.4375,query_1,['HP:0031983']
GO:CC,GO:1990904,ribonucleoprotein complex,0.002888444495338135,True,"""A macromolecular complex that contains both RNA and protein molecules."" [GOC:krc, GOC:vesicles]",313,98,25,4007,0.25510204081632654,0.07987220447284345,query_1,['GO:0032991']
HP,HP:4000209,Abnormal erythrocyte adenosine deaminase activity,0.003843420223148604,True,Activity of adenosine deaminase in red blood cells outside the limits of normal.,11,98,6,4007,0.061224489795918366,0.5454545454545454,query_1,['HP:0030272']
HP,HP:0040276,Adenocarcinoma of the colon,0.003843420223148604,True,Adenocarcinoma of the colon,11,98,6,4007,0.061224489795918366,0.5454545454545454,query_1,"['HP:0040275', 'HP:0100273']"
REAC,REAC:R-HSA-9735869,SARS-CoV-1 modulates host translation machinery,0.003843420223148604,True,SARS-CoV-1 modulates host translation machinery,11,98,6,4007,0.061224489795918366,0.5454545454545454,query_1,['REAC:R-HSA-9692914']
HP,HP:0020118,Radial artery aplasia,0.003843420223148604,True,Congenital absence of the radial artery.,11,98,6,4007,0.061224489795918366,0.5454545454545454,query_1,['HP:0031640']
HP,HP:0031640,Abnormal radial artery morphology,0.003843420223148604,True,Any structural anomaly of the radial artery.,11,98,6,4007,0.061224489795918366,0.5454545454545454,query_1,['HP:0011004']
HP,HP:0030270,Elevated red cell adenosine deaminase activity,0.003843420223148604,True,"Increase in the level of adenosine deaminase (ADA), an enzyme involved in purine metabolism, within erythrocytes. ADA is involved in the catabolism of adenosine.",11,98,6,4007,0.061224489795918366,0.5454545454545454,query_1,['HP:4000209']
HP,HP:0012410,Pure red cell aplasia,0.003843420223148604,True,"A type of anemia resulting from suppression of erythropoiesis with little or no abnormality of leukocyte or platelet production. Erythroblasts are virtually absent in bone marrow; however, leukocyte and platelet production show little or no reduction.",11,98,6,4007,0.061224489795918366,0.5454545454545454,query_1,['HP:0012131']
HP,HP:0005532,Macrocytic dyserythropoietic anemia,0.003843420223148604,True,Macrocytic dyserythropoietic anemia,11,98,6,4007,0.061224489795918366,0.5454545454545454,query_1,['HP:0001972']
REAC,REAC:R-HSA-5663205,Infectious disease,0.004224302220596065,True,Infectious disease,319,98,25,4007,0.25510204081632654,0.07836990595611286,query_1,['REAC:R-HSA-1643685']
HP,HP:0012133,Erythroid hypoplasia,0.007535492869395434,True,"Decreased count of erythroid precursor cells, that is, erythroid lineage cells in the bone marrow.",12,98,6,4007,0.061224489795918366,0.5,query_1,['HP:0012131']
HP,HP:0040275,Adenocarcinoma of the large intestine,0.007535492869395434,True,A malignant epithelial tumor with a glandular organization that originates in the large intestine.,12,98,6,4007,0.061224489795918366,0.5,query_1,"['HP:0040273', 'HP:0100834']"
WP,WP:WP5390,Pancreatic cancer subtypes,0.01261446759502179,True,Pancreatic cancer subtypes,20,98,7,4007,0.07142857142857142,0.35,query_1,['WP:000000']
HP,HP:0000185,Cleft soft palate,0.01261446759502179,True,"Cleft of the soft palate (also known as the velum, or muscular palate) as a result of a developmental defect occurring between the 7th and 12th week of pregnancy. Cleft soft palate can cause functional abnormalities of the Eustachian tube with resulting middle ear anomalies and hearing difficulties, as well as speech problems associated with hypernasal speech due to velopharyngeal insufficiency.",20,98,7,4007,0.07142857142857142,0.35,query_1,"['HP:0000175', 'HP:0100736']"
HP,HP:0009942,Duplication of thumb phalanx,0.01261446759502179,True,"Complete or partial duplication of the phalanges of the thumb. Depending on the severity, the appearance on x-ray can vary from a notched phalanx (the duplicated bone is almost completely fused with the phalanx), a partially fused appearance of the two bones (bifid), two separate bones appearing side to side, or completely duplicated phalanges (proximal and distal phalanx of the thumb and/or 1st metacarpal). In contrast to the phalanges of the digits 2-5 (proximal, middle and distal), the proximal phalanx of the thumb is embryologically equivalent to the middle phalanges of the other digits, whereas the first metacarpal is embryologically of phalangeal origin and as such equivalent to the proximal phalanges of the other digits.",20,98,7,4007,0.07142857142857142,0.35,query_1,"['HP:0009602', 'HP:0009997']"
HP,HP:0000912,Sprengel anomaly,0.01261446759502179,True,"A congenital skeletal deformity characterized by the elevation of one scapula (thus, one scapula is located superior to the other).",20,98,7,4007,0.07142857142857142,0.35,query_1,['HP:0000782']
REAC,REAC:R-HSA-1643685,Disease,0.013588571866010169,True,Disease,493,98,31,4007,0.3163265306122449,0.06288032454361055,query_1,['REAC:0000000']
HP,HP:0001896,Reticulocytopenia,0.013719004918729025,True,A reduced number of reticulocytes in the peripheral blood.,13,98,6,4007,0.061224489795918366,0.46153846153846156,query_1,['HP:0004312']
HP,HP:0040273,Adenocarcinoma of the intestines,0.013719004918729025,True,A malignant epithelial tumor with a glandular organization that originates in the intestines.,13,98,6,4007,0.061224489795918366,0.46153846153846156,query_1,['HP:0002672']
HP,HP:0001895,Normochromic anemia,0.013719004918729025,True,Normochromic anemia,13,98,6,4007,0.061224489795918366,0.46153846153846156,query_1,['HP:0010972']
HP,HP:0001227,Abnormality of the thenar eminence,0.013719004918729025,True,"An abnormality of the thenar eminence, i.e., of the muscle on the palm of the human hand just beneath the thumb.",13,98,6,4007,0.061224489795918366,0.46153846153846156,query_1,['HP:0001421']
REAC,REAC:R-HSA-5683826,Surfactant metabolism,0.013719004918729025,True,Surfactant metabolism,13,98,6,4007,0.061224489795918366,0.46153846153846156,query_1,['REAC:R-HSA-392499']
GO:CC,GO:0031906,late endosome lumen,0.016839755283253308,True,"""The volume enclosed by the membrane of a late endosome."" [GOC:mah]",4,98,4,4007,0.04081632653061224,1.0,query_1,"['GO:0005770', 'GO:0031904']"
GO:CC,GO:0097486,multivesicular body lumen,0.016839755283253308,True,"""The volume enclosed by the outermost membrane of a multivesicular body."" [GOC:pde, PMID:21183070]",4,98,4,4007,0.04081632653061224,1.0,query_1,"['GO:0005771', 'GO:0031906']"
HP,HP:0002669,Osteosarcoma,0.0235357560521322,True,"A malignant bone tumor that usually develops during adolescence and usually affects the long bones including the tibia, femur, and humerus. The typical symptoms of osteosarcoma comprise bone pain, fracture, limitation of motion, and tenderness or swelling at the site of the tumor.",14,98,6,4007,0.061224489795918366,0.42857142857142855,query_1,"['HP:0010622', 'HP:0100242']"
HP,HP:0009999,Partial duplication of the phalanx of hand,0.0384544205594556,True,"A partial duplication, depending on severity leading to a broad or bifid appearance, affecting one or more of the phalanges of the hand. As opposed to a complete duplication there is still a variable degree of fusion between the duplicated bones.",15,98,6,4007,0.061224489795918366,0.4,query_1,['HP:0009997']
HP,HP:0009944,Partial duplication of thumb phalanx,0.0384544205594556,True,"A partial duplication, depending on severity leading to a broad or bifid appearance, affecting one or more of the phalanges of the thumb. As opposed to a complete duplication there is still a variable degree of fusion between the duplicated bones.",15,98,6,4007,0.061224489795918366,0.4,query_1,"['HP:0009942', 'HP:0009999']"
HP,HP:0025389,Pulmonary interstitial high-resolution computed tomography abnormality,0.0384544205594556,True,High-resolution computed tomography (HRCT) can distinguish findings that characterize characterize interstitial lung diseases in a way not possible with other modalities.,15,98,6,4007,0.061224489795918366,0.4,query_1,"['HP:0006530', 'HP:0031983']"
GO:MF,GO:0004857,enzyme inhibitor activity,0.03896331011383799,True,"""Binds to and stops, prevents or reduces the activity of an enzyme."" [GOC:ai, GOC:ebc]",102,98,13,4007,0.1326530612244898,0.12745098039215685,query_1,"['GO:0030234', 'GO:0140678']"
GO:CC,GO:0042599,lamellar body,0.0460782237361758,True,"""A membrane-bounded organelle, specialized for the storage and secretion of various substances (surfactant phospholipids, glycoproteins and acid phosphates) which are arranged in the form of tightly packed, concentric, membrane sheets or lamellae. Has some similar properties to, but is distinct from, a lysosome."" [GOC:cjm, GOC:jl, PMID:12243725, Wikipedia:Lamellar_granule]",9,98,5,4007,0.05102040816326531,0.5555555555555556,query_1,['GO:0030141']
