Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,AMIT_EGF_RESPONSE_40_HELA,0.6049318328800624,1.8435732574480104,0.0,0.0061591768684724785,0.212,16/25,21.20%,ATF3;PPP1R15A;KLF6;EGR1;ID1;IER2;JUN;HES1;JUNB;ZFP36;MBNL1;LDLR;CCNL1;NR4A1;DUSP5;DUSP2
prerank,CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP,0.6424753128941081,1.8427887056564305,0.0010121457489878543,0.0060816419905058705,0.215,10/16,10.80%,RPL27A;RPL13A;RPL15;RPL21;RPL28;RPL32;RPS3;RPS19;RPL4;EEF1G
prerank,KEGG_OXIDATIVE_PHOSPHORYLATION,0.5486205378761734,1.8393703634611795,0.0,0.006315285037949892,0.224,40/56,28.02%,MT-ND2;MT-ND1;MT-ATP6;MT-CO2;MT-CYB;MT-ND3;MT-ND5;MT-CO3;MT-ND4;ATP5ME;UQCRB;MT-ND4L;ATP5MC3;NDUFA1;COX7B;ATP5PF;ATP5PO;ATP5PD;ATP5F1A;MT-ND6;ATP5F1C;ATP6V0B;NDUFC1;COX8A;MT-ATP8;ATP5MC1;NDUFA8;NDUFA2;NDUFS4;ATP6V0C;NDUFB1;UQCRC1;ATP5MF;COX17;NDUFB5;NDUFB9;ATP5PB;ATP12A;NDUFA10;ATP6V1D
prerank,YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP,0.6031820780653415,1.8350866342561165,0.0,0.006538060966908146,0.236,20/24,32.20%,RPL13A;RPL31;RPL28;RPL23A;RPS3;MDK;RPS3A;RPS4Y1;RPLP0;RPL17;EPCAM;RPS10;MPZL2;AHCY;DSG2;TAF1D;SPTBN1;PTPN12;TOMM20;SRPK1
prerank,LIU_PROSTATE_CANCER_UP,0.5869060097698864,1.8337503971263118,0.0,0.0065023568112905945,0.241,19/28,25.50%,MARCKSL1;EPCAM;SOX4;GOLM1;NME2;CALR;CADM1;DNAH5;GDF15;DNPH1;ST14;TRIB1;BZW2;UAP1;AKR1A1;PPP1R9A;ABCC4;ALDH1A3;LRIG1
prerank,HOLLERN_SQUAMOUS_BREAST_TUMOR,0.579959072703432,1.831177559794133,0.0,0.006556543118051349,0.247,25/33,32.92%,LRP4;HOPX;KRT15;KRT17;KRT5;FABP5;ID1;DEFB1;ID3;CSTA;TRIM29;SFN;RDH10;FGFBP1;DST;CRYM;AQP3;KRT6A;GLTP;TP63;ATP12A;ADH7;MT2A;KLF4;C11orf96
prerank,NATSUME_RESPONSE_TO_INTERFERON_BETA_DN,0.6079462209711777,1.8176725997589198,0.0,0.008098496934351962,0.292,16/20,34.88%,RPS2;FTL;GAPDH;S100A2;GSTP1;ANXA2;FTH1;TXN;NFKBIA;SOD1;PIN1;BAG1;PPP2CA;GSTO1;LGALS1;NDUFB3
prerank,KORKOLA_TERATOMA,0.6194927058893613,1.8129595949015098,0.0,0.008433464552232392,0.306,12/18,25.20%,AGR2;LCN2;EGR1;PIGR;JUN;TSPAN8;ZFP36;TM4SF1;EPS8;MGP;CLIC6;EHF
prerank,DAZARD_UV_RESPONSE_CLUSTER_G1,0.5950340485673904,1.810919560941107,0.0,0.008506121280047678,0.311,18/24,25.30%,ANXA2P3;RPL31;RPL37A;RPS27;TSC22D1;ATP5ME;UQCRB;DYNLL1;NDUFA1;ANXA2;HSP90AB1;TXN;NDUFC1;NOL7;TUBB2A;COX17;SPTBN1;SNRPE
prerank,REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,0.5956094718945703,1.8105193674564435,0.0,0.00841362212118525,0.313,14/25,10.35%,RPS15A;RPS2;RPS29;RPS3;RPS5;RPS27;RPS28;RPS19;RPS3A;RPS4Y1;PABPC1;RPS10;EIF3C;EIF3A
prerank,KEGG_PARKINSONS_DISEASE,0.536142083730327,1.8102380416046364,0.0,0.008265217991240487,0.313,34/58,18.20%,MT-ND2;MT-ND1;MT-ATP6;MT-CO2;MT-CYB;MT-ND3;MT-ND5;MT-CO3;MT-ND4;UBB;LRRK2;UQCRB;MT-ND4L;ATP5MC3;CYCS;NDUFA1;COX7B;ATP5PF;ATP5PO;ATP5PD;ATP5F1A;MT-ND6;ATP5F1C;SLC25A5;NDUFC1;COX8A;MT-ATP8;ATP5MC1;NDUFA8;NDUFA2;SLC25A4;NDUFS4;NDUFB1;UQCRC1
prerank,WP_OXIDATIVE_PHOSPHORYLATION,0.5691749971731846,1.8017111104832189,0.0,0.009155006730493565,0.348,26/35,27.45%,MT-ND2;MT-ND1;MT-ATP6;MT-ND3;MT-ND5;MT-ND4;ATP5ME;MT-ND4L;ATP5MC3;ATP5PF;ATP5PO;ATP5PD;ATP5F1A;MT-ND6;NDUFC1;ATP5MC1;NDUFA8;NDUFA2;NDUFS4;NDUFB1;ATP6AP2;ATP5MF;NDUFB5;NDUFB9;ATP5PB;NDUFA10
prerank,HONMA_DOCETAXEL_RESISTANCE,0.6322564110481674,1.7898301788890616,0.0,0.010755634543889597,0.401,13/16,29.18%,RACK1;GAPDH;GSTP1;DYNLL1;CALR;IFI6;S100A10;MX1;TUBA1B;PDCD5;TUBB;UFM1;HSPA5
prerank,MARTINEZ_RESPONSE_TO_TRABECTEDIN_UP,0.5679373033976628,1.7863287014401332,0.0,0.011096265082579755,0.419,18/32,17.15%,ATF3;LYZ;RPS27;IFITM3;AKAP13;IFITM1;UQCRB;CYCS;NDUFA1;ANXA1;PDIA3;NDUFA13;GADD45B;JUNB;COX8A;SOD1;NDUFA2;S100A10
prerank,RASHI_RESPONSE_TO_IONIZING_RADIATION_1,0.6215460481850891,1.78272857309273,0.0,0.01153465918916441,0.437,14/17,31.72%,GADD45A;ATF3;EGR1;FOS;IER2;JUN;ZFP36;CCDC186;ADRB2;CCT3;VEGFA;SGK1;PAFAH1B2;SLC2A1
prerank,PID_ATF2_PATHWAY,0.6178339809846062,1.7815434228097613,0.0,0.011704242260323069,0.445,10/18,19.50%,GADD45A;CXCL8;ATF3;FOS;JUN;HES1;JUNB;SERPINB5;MACROH2A1;DUSP5
prerank,ANDERSEN_CHOLANGIOCARCINOMA_CLASS2,0.5359357798712739,1.7804359578106532,0.0,0.011548456628385897,0.447,31/48,24.82%,S100P;TSPAN1;PMAIP1;KRT15;KRT17;CD55;MECOM;PSCA;KRT19;CEACAM6;KLF5;PLAC8;CEACAM5;ITGB6;SFN;ADGRF1;SLC16A3;LAMB3;SERPINB5;FGFBP1;GPRC5A;CLDN4;BIK;ST14;OLR1;TMPRSS4;KLK10;ITGA2;USP54;ST6GALNAC1;C19orf33
prerank,DIRMEIER_LMP1_RESPONSE_EARLY,0.5673705158376574,1.7790910927211268,0.0,0.01157242060177059,0.454,18/27,25.17%,PPP1R15A;KLF6;EGR1;HSP90AB1;RPS10;FTH1;IER2;JUN;GADD45B;JUNB;ZFP36;NFKBIA;HMGCS1;DUSP5;TNFAIP3;DUSP2;MCL1;ICAM1
