source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0043230,extracellular organelle,9.493788747548542e-06,True,"""Organized structure of distinctive morphology and function, occurring outside the cell. Includes, for example, extracellular membrane vesicles (EMVs) and the cellulosomes of anaerobic bacteria and fungi."" [GOC:jl, PMID:9914479]",612,99,41,4007,0.41414141414141414,0.06699346405228758,query_1,"['GO:0005576', 'GO:0043226']"
GO:CC,GO:0005615,extracellular space,3.790994342097696e-05,True,"""That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."" [ISBN:0198547684]",754,99,45,4007,0.45454545454545453,0.05968169761273209,query_1,"['GO:0005576', 'GO:0110165']"
GO:MF,GO:0003735,structural constituent of ribosome,5.720822685093763e-05,True,"""The action of a molecule that contributes to the structural integrity of the ribosome."" [GOC:mah]",72,99,14,4007,0.1414141414141414,0.19444444444444445,query_1,['GO:0005198']
GO:MF,GO:0005198,structural molecule activity,0.00011480077563887129,True,"""The action of a molecule that contributes to the structural integrity of a complex."" [GOC:mah, GOC:vw]",205,99,22,4007,0.2222222222222222,0.1073170731707317,query_1,['GO:0003674']
GO:CC,GO:0022625,cytosolic large ribosomal subunit,0.0002625560752745323,True,"""The large subunit of a ribosome located in the cytosol."" [GOC:mtg_sensu]",26,99,9,4007,0.09090909090909091,0.34615384615384615,query_1,"['GO:0015934', 'GO:0022626']"
GO:CC,GO:0030054,cell junction,0.00026853561343072286,True,"""A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."" [GOC:aruk, GOC:bc, GOC:mah, ISBN:0198506732, PMID:26820516, PMID:28096264]",515,99,35,4007,0.35353535353535354,0.06796116504854369,query_1,['GO:0110165']
GO:CC,GO:0044391,ribosomal subunit,0.00029092874633240834,True,"""Either of the two subunits of a ribosome: the ribosomal large subunit or the ribosomal small subunit."" [GOC:jl]",81,99,14,4007,0.1414141414141414,0.1728395061728395,query_1,"['GO:0005840', 'GO:1990904']"
CORUM,CORUM:305,"40S ribosomal subunit, cytoplasmic",0.00034201679241447366,True,"40S ribosomal subunit, cytoplasmic",10,99,5,4007,0.050505050505050504,0.5,query_1,['CORUM:0000000']
REAC,REAC:R-HSA-9010553,Regulation of expression of SLITs and ROBOs,0.000476552899019354,True,Regulation of expression of SLITs and ROBOs,84,99,14,4007,0.1414141414141414,0.16666666666666666,query_1,['REAC:R-HSA-376176']
GO:CC,GO:0005576,extracellular region,0.0010537579620184243,True,"""The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."" [GOC:go_curators]",896,99,47,4007,0.47474747474747475,0.052455357142857144,query_1,['GO:0110165']
GO:BP,GO:0006412,translation,0.0012024486489251248,True,"""The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome."" [GOC:go_curators]",253,99,23,4007,0.23232323232323232,0.09090909090909091,query_1,"['GO:0009059', 'GO:0010467', 'GO:0019538']"
GO:CC,GO:0031982,vesicle,0.0014877373628196717,True,"""Any small, fluid-filled, spherical organelle enclosed by membrane."" [GOC:mah, GOC:pz, GOC:vesicles]",1003,99,50,4007,0.5050505050505051,0.049850448654037885,query_1,['GO:0043227']
REAC,REAC:R-HSA-72766,Translation,0.0017403407260417896,True,Translation,124,99,16,4007,0.16161616161616163,0.12903225806451613,query_1,['REAC:R-HSA-392499']
REAC,REAC:R-HSA-422475,Axon guidance,0.002458609756418756,True,Axon guidance,181,99,19,4007,0.1919191919191919,0.10497237569060773,query_1,['REAC:R-HSA-9675108']
GO:BP,GO:0019730,antimicrobial humoral response,0.003996808596301169,True,"""An immune response against microbes mediated through a body fluid. Examples of this process are seen in the antimicrobial humoral response of Drosophila melanogaster and Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]",25,99,8,4007,0.08080808080808081,0.32,query_1,"['GO:0006959', 'GO:0140546']"
GO:CC,GO:0070161,anchoring junction,0.004045356889751355,True,"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]",248,99,22,4007,0.2222222222222222,0.08870967741935484,query_1,['GO:0030054']
CORUM,CORUM:338,"40S ribosomal subunit, cytoplasmic",0.0040929101174135875,True,"40S ribosomal subunit, cytoplasmic",8,99,4,4007,0.04040404040404041,0.5,query_1,['CORUM:0000000']
REAC,REAC:R-HSA-376176,Signaling by ROBO receptors,0.0042095010321870985,True,Signaling by ROBO receptors,99,99,14,4007,0.1414141414141414,0.1414141414141414,query_1,['REAC:R-HSA-422475']
REAC,REAC:R-HSA-9675108,Nervous system development,0.0059059989130404176,True,Nervous system development,191,99,19,4007,0.1919191919191919,0.09947643979057591,query_1,['REAC:R-HSA-1266738']
GO:CC,GO:1990904,ribonucleoprotein complex,0.015251475034661973,True,"""A macromolecular complex that contains both RNA and protein molecules."" [GOC:krc, GOC:vesicles]",313,99,24,4007,0.24242424242424243,0.07667731629392971,query_1,['GO:0032991']
GO:CC,GO:0005840,ribosome,0.016276016379644813,True,"""An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins."" [ISBN:0198506732]",110,99,14,4007,0.1414141414141414,0.12727272727272726,query_1,['GO:0043232']
WP,WP:000000,WIKIPATHWAYS,0.01893606020778685,True,WIKIPATHWAYS,2100,99,76,4007,0.7676767676767676,0.03619047619047619,query_1,[]
REAC,REAC:R-HSA-71291,Metabolism of amino acids and derivatives,0.020437892117203992,True,Metabolism of amino acids and derivatives,112,99,14,4007,0.1414141414141414,0.125,query_1,['REAC:R-HSA-1430728']
REAC,REAC:R-HSA-1266738,Developmental Biology,0.02390576867646773,True,Developmental Biology,297,99,23,4007,0.23232323232323232,0.07744107744107744,query_1,['REAC:0000000']
REAC,REAC:R-HSA-8953897,Cellular responses to stimuli,0.032171187118756474,True,Cellular responses to stimuli,256,99,21,4007,0.21212121212121213,0.08203125,query_1,['REAC:0000000']
GO:CC,GO:0005925,focal adhesion,0.043800088274484957,True,"""A cell-substrate junction that anchors the cell to the extracellular matrix and that forms a point of termination of actin filaments. In insects focal adhesion has also been referred to as hemi-adherens junction (HAJ)."" [GOC:aruk, GOC:bc, ISBN:0124325653, ISBN:0815316208, PMID:10419689, PMID:12191915, PMID:15246682, PMID:1643657, PMID:16805308, PMID:19197329, PMID:23033047, PMID:26923917, PMID:28796323, PMID:8314002]",137,99,15,4007,0.15151515151515152,0.10948905109489052,query_1,['GO:0030055']
