source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
HP,HP:0040273,Adenocarcinoma of the intestines,5.592232669519031e-06,True,A malignant epithelial tumor with a glandular organization that originates in the intestines.,13,98,8,4007,0.08163265306122448,0.6153846153846154,query_1,['HP:0002672']
REAC,REAC:R-HSA-72649,Translation initiation complex formation,5.812259852080038e-06,True,Translation initiation complex formation,25,98,10,4007,0.10204081632653061,0.4,query_1,['REAC:R-HSA-72662']
REAC,REAC:R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",5.812259852080038e-06,True,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",25,98,10,4007,0.10204081632653061,0.4,query_1,['REAC:R-HSA-72737']
CORUM,CORUM:5380,"TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",6.600387782924995e-06,True,"TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",10,98,6,4007,0.061224489795918366,0.6,query_1,['CORUM:0000000']
REAC,REAC:R-HSA-5663205,Infectious disease,7.843294796538537e-06,True,Infectious disease,319,98,29,4007,0.29591836734693877,0.09090909090909091,query_1,['REAC:R-HSA-1643685']
HP,HP:0002669,Osteosarcoma,1.2787549487530157e-05,True,"A malignant bone tumor that usually develops during adolescence and usually affects the long bones including the tibia, femur, and humerus. The typical symptoms of osteosarcoma comprise bone pain, fracture, limitation of motion, and tenderness or swelling at the site of the tumor.",14,98,8,4007,0.08163265306122448,0.5714285714285714,query_1,"['HP:0010622', 'HP:0100242']"
REAC,REAC:R-HSA-9754678,SARS-CoV-2 modulates host translation machinery,1.4544167501044537e-05,True,SARS-CoV-2 modulates host translation machinery,20,98,9,4007,0.09183673469387756,0.45,query_1,['REAC:R-HSA-9705683']
REAC,REAC:R-HSA-8953854,Metabolism of RNA,1.656358525868707e-05,True,Metabolism of RNA,307,98,28,4007,0.2857142857142857,0.09120521172638436,query_1,['REAC:0000000']
REAC,REAC:R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",2.4942263728321204e-05,True,"Formation of the ternary complex, and subsequently, the 43S complex",21,98,9,4007,0.09183673469387756,0.42857142857142855,query_1,['REAC:R-HSA-72737']
HP,HP:0009944,Partial duplication of thumb phalanx,2.6853826242199505e-05,True,"A partial duplication, depending on severity leading to a broad or bifid appearance, affecting one or more of the phalanges of the thumb. As opposed to a complete duplication there is still a variable degree of fusion between the duplicated bones.",15,98,8,4007,0.08163265306122448,0.5333333333333333,query_1,"['HP:0009942', 'HP:0009999']"
HP,HP:0009999,Partial duplication of the phalanx of hand,2.6853826242199505e-05,True,"A partial duplication, depending on severity leading to a broad or bifid appearance, affecting one or more of the phalanges of the hand. As opposed to a complete duplication there is still a variable degree of fusion between the duplicated bones.",15,98,8,4007,0.08163265306122448,0.5333333333333333,query_1,['HP:0009997']
HP,HP:0009777,Absent thumb,5.263348488607493e-05,True,"Absent thumb, i.e., the absence of both phalanges of a thumb and the associated soft tissues.",16,98,8,4007,0.08163265306122448,0.5,query_1,"['HP:0009380', 'HP:0009601']"
HP,HP:0006758,Malignant genitourinary tract tumor,5.263348488607493e-05,True,The presence of a malignant neoplasm of the genital system.,16,98,8,4007,0.08163265306122448,0.5,query_1,['HP:0007379']
HP,HP:0030272,Abnormal erythrocyte enzyme concentration or activity,5.263348488607493e-05,True,An altered level of any enzyme to act as catalysts within erythrocytes. This term includes changes due to altered activity of an enzyme.,16,98,8,4007,0.08163265306122448,0.5,query_1,"['HP:0001877', 'HP:0034684']"
HP,HP:0001199,Triphalangeal thumb,9.743047739466707e-05,True,"A thumb with three phalanges in a single, proximo-distal axis. Thus, this term applies if the thumb has an accessory phalanx, leading to a digit like appearance of the thumb.",17,98,8,4007,0.08163265306122448,0.47058823529411764,query_1,['HP:0009602']
HP,HP:0012131,Abnormal number of erythroid precursors,9.743047739466707e-05,True,"A deviation from the normal count of erythroid precursor cells, that is, erythroid lineage cells in the bone marrow.",17,98,8,4007,0.08163265306122448,0.47058823529411764,query_1,['HP:0001877']
REAC,REAC:R-HSA-1430728,Metabolism,0.00010260722499861459,True,Metabolism,477,98,34,4007,0.3469387755102041,0.07127882599580712,query_1,['REAC:0000000']
GO:CC,GO:0005925,focal adhesion,0.00013487142646268082,True,"""A cell-substrate junction that anchors the cell to the extracellular matrix and that forms a point of termination of actin filaments. In insects focal adhesion has also been referred to as hemi-adherens junction (HAJ)."" [GOC:aruk, GOC:bc, ISBN:0124325653, ISBN:0815316208, PMID:10419689, PMID:12191915, PMID:15246682, PMID:1643657, PMID:16805308, PMID:19197329, PMID:23033047, PMID:26923917, PMID:28796323, PMID:8314002]",137,98,18,4007,0.1836734693877551,0.13138686131386862,query_1,['GO:0030055']
GO:CC,GO:0015935,small ribosomal subunit,0.00013998310873883935,True,"""The smaller of the two subunits of a ribosome."" [GOC:mah]",33,98,10,4007,0.10204081632653061,0.30303030303030304,query_1,['GO:0044391']
REAC,REAC:R-HSA-72702,Ribosomal scanning and start codon recognition,0.0001598784211926093,True,Ribosomal scanning and start codon recognition,25,98,9,4007,0.09183673469387756,0.36,query_1,['REAC:R-HSA-72737']
HP,HP:0001790,Nonimmune hydrops fetalis,0.00017186758524728976,True,A type of hydrops fetalis in which there is no identifiable circulating antibody to red blood cell antigens .,18,98,8,4007,0.08163265306122448,0.4444444444444444,query_1,['HP:0001789']
HP,HP:0005518,Increased mean corpuscular volume,0.00017186758524728976,True,Larger than normal size of erythrocytes.,18,98,8,4007,0.08163265306122448,0.4444444444444444,query_1,['HP:0025065']
HP,HP:0011904,Persistence of hemoglobin F,0.00017186758524728976,True,"Hemoglobin F (HbF) contains two globin alpha chains and two globin gamma chains. It is the main form of hemoglobin in the fetus during the last seven months of intrauterine development and in the half year of postnatal life. In adults it normally makes up less than one percent of all hemoglobin. This term refers to an increase in HbF above this limit. In beta thalassemia major, it may represent over 90 percent of all hemoglobin, and in beta thalassemia minor it may make up between 0.5 to 4 percent.",18,98,8,4007,0.08163265306122448,0.4444444444444444,query_1,['HP:0011902']
GO:CC,GO:0030055,cell-substrate junction,0.00019278751681380045,True,"""A cell junction that forms a connection between a cell and the extracellular matrix."" [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]",140,98,18,4007,0.1836734693877551,0.12857142857142856,query_1,['GO:0070161']
HP,HP:0006749,Malignant gastrointestinal tract tumors,0.00023961984724053267,True,Malignant gastrointestinal tract tumors,26,98,9,4007,0.09183673469387756,0.34615384615384615,query_1,['HP:0007378']
HP,HP:0002672,Gastrointestinal carcinoma,0.00023961984724053267,True,Gastrointestinal carcinoma,26,98,9,4007,0.09183673469387756,0.34615384615384615,query_1,['HP:0006749']
HP,HP:0009942,Duplication of thumb phalanx,0.00047517983036939694,True,"Complete or partial duplication of the phalanges of the thumb. Depending on the severity, the appearance on x-ray can vary from a notched phalanx (the duplicated bone is almost completely fused with the phalanx), a partially fused appearance of the two bones (bifid), two separate bones appearing side to side, or completely duplicated phalanges (proximal and distal phalanx of the thumb and/or 1st metacarpal). In contrast to the phalanges of the digits 2-5 (proximal, middle and distal), the proximal phalanx of the thumb is embryologically equivalent to the middle phalanges of the other digits, whereas the first metacarpal is embryologically of phalangeal origin and as such equivalent to the proximal phalanges of the other digits.",20,98,8,4007,0.08163265306122448,0.4,query_1,"['HP:0009602', 'HP:0009997']"
HP,HP:0000912,Sprengel anomaly,0.00047517983036939694,True,"A congenital skeletal deformity characterized by the elevation of one scapula (thus, one scapula is located superior to the other).",20,98,8,4007,0.08163265306122448,0.4,query_1,['HP:0000782']
HP,HP:0000185,Cleft soft palate,0.00047517983036939694,True,"Cleft of the soft palate (also known as the velum, or muscular palate) as a result of a developmental defect occurring between the 7th and 12th week of pregnancy. Cleft soft palate can cause functional abnormalities of the Eustachian tube with resulting middle ear anomalies and hearing difficulties, as well as speech problems associated with hypernasal speech due to velopharyngeal insufficiency.",20,98,8,4007,0.08163265306122448,0.4,query_1,"['HP:0000175', 'HP:0100736']"
HP,HP:0025065,Abnormal mean corpuscular volume,0.0007522491021485226,True,"A deviation from normal of the mean corpuscular volume, or mean cell volume (MCV) of red blood cells, usually taken to be 80 to 100 femtoliters.",21,98,8,4007,0.08163265306122448,0.38095238095238093,query_1,['HP:0001877']
HP,HP:0001087,Developmental glaucoma,0.0007522491021485226,True,Glaucoma which forms during the early years of a child's life is called developmental or congenital glaucoma.,21,98,8,4007,0.08163265306122448,0.38095238095238093,query_1,"['HP:0000501', 'HP:0007700']"
REAC,REAC:R-HSA-1643685,Disease,0.0009856075848980873,True,Disease,493,98,33,4007,0.336734693877551,0.06693711967545639,query_1,['REAC:0000000']
HP,HP:0001972,Macrocytic anemia,0.0011584690781337654,True,A type of anemia characterized by increased size of erythrocytes with increased mean corpuscular volume (MCV) and increased mean corpuscular hemoglobin (MCH).,22,98,8,4007,0.08163265306122448,0.36363636363636365,query_1,['HP:0010972']
HP,HP:0004808,Acute myeloid leukemia,0.0011584690781337654,True,A form of leukemia characterized by overproduction of an early myeloid cell.,22,98,8,4007,0.08163265306122448,0.36363636363636365,query_1,['HP:0002488']
HP,HP:0001421,Abnormality of the musculature of the hand,0.0013972340483398168,True,Abnormality of the musculature of the hand,31,98,9,4007,0.09183673469387756,0.2903225806451613,query_1,"['HP:0001155', 'HP:0001446']"
HP,HP:0001894,Thrombocytosis,0.0017408026580948937,True,Increased numbers of platelets in the peripheral blood.,23,98,8,4007,0.08163265306122448,0.34782608695652173,query_1,['HP:0011873']
HP,HP:0004312,Abnormal reticulocyte morphology,0.0036879935158907148,True,A reticulocyte abnormality.,25,98,8,4007,0.08163265306122448,0.32,query_1,['HP:0001877']
HP,HP:0100242,Sarcoma,0.004672581240744721,True,A connective tissue neoplasm formed by proliferation of mesodermal cells. Bone and soft tissue sarcomas are the main types of sarcoma. Sarcoma is usually highly malignant.,58,98,11,4007,0.11224489795918367,0.1896551724137931,query_1,['HP:0011792']
HP,HP:0100273,Neoplasm of the colon,0.0072704470502120925,True,Neoplasm of the colon,27,98,8,4007,0.08163265306122448,0.2962962962962963,query_1,['HP:0100834']
HP,HP:0009778,Short thumb,0.007635882689531847,True,Hypoplasia (congenital reduction in size) of the thumb.,37,98,9,4007,0.09183673469387756,0.24324324324324326,query_1,"['HP:0009381', 'HP:0009601']"
REAC,REAC:R-HSA-9692914,SARS-CoV-1-host interactions,0.007635882689531847,True,SARS-CoV-1-host interactions,37,98,9,4007,0.09183673469387756,0.24324324324324326,query_1,['REAC:R-HSA-9678108']
HP,HP:0001789,Hydrops fetalis,0.007635882689531847,True,"The abnormal accumulation of fluid in two or more fetal compartments, including ascites, pleural effusion, pericardial effusion, and skin edema.",37,98,9,4007,0.09183673469387756,0.24324324324324326,query_1,"['HP:0000969', 'HP:0034058']"
REAC,REAC:R-HSA-392499,Metabolism of proteins,0.009834631265099397,True,Metabolism of proteins,569,98,34,4007,0.3469387755102041,0.05975395430579965,query_1,['REAC:0000000']
HP,HP:0009380,Finger aplasia,0.009975158254447955,True,"A developmental defect resulting in the presence of fewer than the normal number of fingers (i.e., aplasia of one or more fingers).",28,98,8,4007,0.08163265306122448,0.2857142857142857,query_1,['HP:0006265']
